year,team_id,league_id,player_id,salary
1985,ATL,NL,barkele01,870000
1985,ATL,NL,bedrost01,550000
1985,ATL,NL,benedbr01,545000
1985,ATL,NL,campri01,633333
1985,ATL,NL,ceronri01,625000
1985,ATL,NL,chambch01,800000
1985,ATL,NL,dedmoje01,150000
1985,ATL,NL,forstte01,483333
1985,ATL,NL,garbege01,772000
1985,ATL,NL,harpete01,250000
1985,ATL,NL,hornebo01,1500000
1985,ATL,NL,hubbagl01,455000
1985,ATL,NL,mahleri01,407500
1985,ATL,NL,mcmurcr01,275000
1985,ATL,NL,mumphje01,775000
1985,ATL,NL,murphda05,1625000
1985,ATL,NL,oberkke01,616667
1985,ATL,NL,perezpa01,450000
1985,ATL,NL,perryge01,120000
1985,ATL,NL,ramirra01,750000
1985,ATL,NL,suttebr01,1354167
1985,ATL,NL,washicl01,800000
1985,BAL,AL,boddimi01,625000
1985,BAL,AL,dauerri01,480000
1985,BAL,AL,davisst02,437500
1985,BAL,AL,dempsri01,512500
1985,BAL,AL,dwyerji01,375000
1985,BAL,AL,flanami01,641667
1985,BAL,AL,fordda01,450000
1985,BAL,AL,grosswa01,483333
1985,BAL,AL,lacyle01,725000
1985,BAL,AL,lynnfr01,1090000
1985,BAL,AL,martide01,560000
1985,BAL,AL,martiti01,440000
1985,BAL,AL,mcgresc01,547143
1985,BAL,AL,murraed02,1472819
1985,BAL,AL,nolanjo01,341667
1985,BAL,AL,rayfofl01,128500
1985,BAL,AL,ripkeca01,800000
1985,BAL,AL,roeniga01,558333
1985,BAL,AL,sheetla01,60000
1985,BAL,AL,shelbjo01,130000
1985,BAL,AL,stewasa01,581250
1985,BAL,AL,youngmi01,121000
1985,BOS,AL,armasto01,915000
1985,BOS,AL,barrema02,272500
1985,BOS,AL,boggswa01,1000000
1985,BOS,AL,bordiri01,115000
1985,BOS,AL,boydoi01,177500
1985,BOS,AL,bucknbi01,747500
1985,BOS,AL,clearma01,580000
1985,BOS,AL,clemero02,140000
1985,BOS,AL,crawfst01,160000
1985,BOS,AL,easlemi01,650000
1985,BOS,AL,evansdw01,800000
1985,BOS,AL,gedmari01,477500
1985,BOS,AL,gutieja01,130000
1985,BOS,AL,hoffmgl01,335000
1985,BOS,AL,hurstbr01,300000
1985,BOS,AL,juraked01,125000
1985,BOS,AL,kisonbr01,370000
1985,BOS,AL,milleri01,275000
1985,BOS,AL,nichore01,260000
1985,BOS,AL,nippeal01,165000
1985,BOS,AL,ojedabo01,240000
1985,BOS,AL,remyje01,483333
1985,BOS,AL,riceji01,779227
1985,BOS,AL,stanlbo01,1075000
1985,BOS,AL,staplda01,325000
1985,CAL,AL,beniqju01,365000
1985,CAL,AL,boonebo01,883000
1985,CAL,AL,burleri01,856667
1985,CAL,AL,candejo01,612500
1985,CAL,AL,carewro01,875000
1985,CAL,AL,clibust02,60000
1985,CAL,AL,corbedo01,360000
1985,CAL,AL,decindo01,1100000
1985,CAL,AL,downibr01,808333
1985,CAL,AL,forscke01,633333
1985,CAL,AL,grichbo01,700000
1985,CAL,AL,hendrge01,737000
1985,CAL,AL,hollaal01,625000
1985,CAL,AL,jacksre01,1058894
1985,CAL,AL,jonesru01,390000
1985,CAL,AL,lacorfr01,346667
1985,CAL,AL,mccaski01,60000
1985,CAL,AL,mooredo01,407500
1985,CAL,AL,pettiga01,125000
1985,CAL,AL,romanro01,146500
1985,CAL,AL,sanchlu01,340000
1985,CAL,AL,schofdi02,120000
1985,CAL,AL,sconida01,130000
1985,CAL,AL,slatoji01,437500
1985,CAL,AL,suttodo01,750000
1985,CAL,AL,wilforo01,266667
1985,CAL,AL,wittmi01,683333
1985,CAL,AL,zahnge01,550000
1985,CHA,AL,agostju01,147500
1985,CHA,AL,baineha01,675000
1985,CHA,AL,bannifl01,811250
1985,CHA,AL,burnsbr01,727500
1985,CHA,AL,cruzju01,1242333
1985,CHA,AL,dotsori01,900000
1985,CHA,AL,fiskca01,685000
1985,CHA,AL,fletcsc01,165000
1985,CHA,AL,guilloz01,60000
1985,CHA,AL,hairsje01,150000
1985,CHA,AL,hillma01,200000
1985,CHA,AL,jamesbo01,265000
1985,CHA,AL,kittlro01,300000
1985,CHA,AL,lawru01,565000
1985,CHA,AL,lollati01,463000
1985,CHA,AL,nelsoge01,110000
1985,CHA,AL,pacioto01,333333
1985,CHA,AL,salazlu01,325000
1985,CHA,AL,seaveto01,1136262
1985,CHA,AL,spillda01,390000
1985,CHA,AL,walkegr01,195000
1985,CHN,NL,bosleth01,215000
1985,CHN,NL,brusswa01,375000
1985,CHN,NL,ceyro01,1450000
1985,CHN,NL,davisjo02,550000
1985,CHN,NL,dernibo01,406250
1985,CHN,NL,durhale01,800000
1985,CHN,NL,eckerde01,750000
1985,CHN,NL,fontera01,200000
1985,CHN,NL,frazige01,483333
1985,CHN,NL,hebneri01,310000
1985,CHN,NL,lopesda01,490000
1985,CHN,NL,matthga01,600000
1985,CHN,NL,morelke01,865000
1985,CHN,NL,ruthvdi01,766667
1985,CHN,NL,sandbry01,505000
1985,CHN,NL,sandesc01,500000
1985,CHN,NL,smithle02,670000
1985,CHN,NL,sorenla01,320000
1985,CHN,NL,speiech01,225000
1985,CHN,NL,sutclri01,1260000
1985,CHN,NL,troutst01,640000
1985,CHN,NL,woodsga01,321667
1985,CIN,NL,bellbu01,751297
1985,CIN,NL,brownto05,60000
1985,CIN,NL,conceda01,920000
1985,CIN,NL,foleyto02,117500
1985,CIN,NL,francjo01,75000
1985,CIN,NL,humeto01,833333
1985,CIN,NL,krencwa01,250000
1985,CIN,NL,mcgafan01,110000
1985,CIN,NL,milneed01,300000
1985,CIN,NL,oestero01,550000
1985,CIN,NL,parkeda01,970000
1985,CIN,NL,pastofr01,350000
1985,CIN,NL,perezto01,225000
1985,CIN,NL,powerte01,255000
1985,CIN,NL,pricejo02,410000
1985,CIN,NL,redusga01,227500
1985,CIN,NL,rosepe01,358858
1985,CIN,NL,sotoma01,1071429
1985,CIN,NL,stupejo01,250000
1985,CIN,NL,tibbsja01,60000
1985,CIN,NL,vangoda01,60000
1985,CIN,NL,venabma01,155000
1985,CLE,AL,ayalabe01,303333
1985,CLE,AL,bandoch01,225000
1985,CLE,AL,bernato01,400000
1985,CLE,AL,blylebe01,650000
1985,CLE,AL,butlebr01,425000
1985,CLE,AL,camacer01,115000
1985,CLE,AL,cartejo01,110000
1985,CLE,AL,easteja01,265000
1985,CLE,AL,fischmi01,190000
1985,CLE,AL,francju01,455000
1985,CLE,AL,garlawa01,200000
1985,CLE,AL,hallme01,210000
1985,CLE,AL,hargrmi01,458333
1985,CLE,AL,heatone01,225000
1985,CLE,AL,jacobbr01,140000
1985,CLE,AL,ruhleve01,295000
1985,CLE,AL,tablepa01,285000
1985,CLE,AL,thornan01,1100000
1985,CLE,AL,vukovge01,375000
1985,CLE,AL,waddeto01,125000
1985,DET,AL,berenju01,240000
1985,DET,AL,bergmda01,262500
1985,DET,AL,brookto01,250000
1985,DET,AL,castima02,76000
1985,DET,AL,evansda01,1083333
1985,DET,AL,gibsoki01,685000
1985,DET,AL,grubbjo01,250000
1985,DET,AL,hernawi01,660000
1985,DET,AL,herndla01,675000
1985,DET,AL,lapoida01,380000
1985,DET,AL,lemonch01,670000
1985,DET,AL,lopezau01,575000
1985,DET,AL,morrija02,885000
1985,DET,AL,parrila02,766667
1985,DET,AL,petryda01,875000
1985,DET,AL,scherbi01,100000
1985,DET,AL,terrewa01,177500
1985,DET,AL,trammal01,517143
1985,DET,AL,whitalo01,670000
1985,DET,AL,wilcomi01,550000
1985,HOU,NL,ashbyal01,416667
1985,HOU,NL,basske01,155000
1985,HOU,NL,cabelen01,291667
1985,HOU,NL,cruzjo01,796383
1985,HOU,NL,davisgl01,60000
1985,HOU,NL,dawlebi01,295000
1985,HOU,NL,dipinfr01,255000
1985,HOU,NL,doranbi02,325000
1985,HOU,NL,garneph01,745000
1985,HOU,NL,kneppbo01,850000
1985,HOU,NL,morenom01,700000
1985,HOU,NL,niekrjo01,825000
1985,HOU,NL,puhlte01,541667
1985,HOU,NL,reynocr01,350000
1985,HOU,NL,ryanno01,1350000
1985,HOU,NL,scottmi03,360000
1985,HOU,NL,smithda02,500000
1985,HOU,NL,spilmha01,160000
1985,HOU,NL,thondi01,675000
1985,HOU,NL,wallide01,341667
1985,KCA,AL,balbost01,205000
1985,KCA,AL,beckwjo01,358000
1985,KCA,AL,blackbu02,465000
1985,KCA,AL,brettge01,1000000
1985,KCA,AL,conceon01,250000
1985,KCA,AL,gubicma01,115000
1985,KCA,AL,jacksda02,95000
1985,KCA,AL,jonesly01,202500
1985,KCA,AL,jonesmi02,100000
1985,KCA,AL,lampde01,535000
1985,KCA,AL,leibrch01,225000
1985,KCA,AL,leonade01,871429
1985,KCA,AL,mcraeha01,800000
1985,KCA,AL,motleda01,155500
1985,KCA,AL,ortajo01,450000
1985,KCA,AL,pryorgr01,316667
1985,KCA,AL,quiseda01,975000
1985,KCA,AL,saberbr01,150000
1985,KCA,AL,sheripa01,175000
1985,KCA,AL,sundbji01,608333
1985,KCA,AL,wathajo01,425000
1985,KCA,AL,wilsowi02,843750
1985,LAN,NL,bailobo01,330000
1985,LAN,NL,brockgr01,150000
1985,LAN,NL,diazca01,120000
1985,LAN,NL,duncama01,60000
1985,LAN,NL,goltzda01,500000
1985,LAN,NL,guerrpe01,1270000
1985,LAN,NL,hershor01,212000
1985,LAN,NL,honeyri01,705000
1985,LAN,NL,johnsja01,150000
1985,LAN,NL,landrke01,537500
1985,LAN,NL,maldoca01,140000
1985,LAN,NL,marshmi02,333000
1985,LAN,NL,niedeto01,370000
1985,LAN,NL,oliveal01,750000
1985,LAN,NL,penaal01,350000
1985,LAN,NL,reussje01,980000
1985,LAN,NL,russebi01,450000
1985,LAN,NL,saxst01,465000
1985,LAN,NL,sciosmi01,435000
1985,LAN,NL,valenfe01,1200000
1985,LAN,NL,welchbo01,643750
1985,LAN,NL,whitfte01,316667
1985,LAN,NL,yeagest01,500000
1985,MIN,AL,anderal02,62500
1985,MIN,AL,brunato01,425000
1985,MIN,AL,bushra01,120000
1985,MIN,AL,butchjo01,320000
1985,MIN,AL,castijo01,550000
1985,MIN,AL,davisro02,650000
1985,MIN,AL,engleda01,215000
1985,MIN,AL,filsope01,120000
1985,MIN,AL,gaettga01,415000
1985,MIN,AL,hatchmi01,293750
1985,MIN,AL,hrbekke01,560000
1985,MIN,AL,laudnti01,145000
1985,MIN,AL,puckeki01,130000
1985,MIN,AL,salasma01,60000
1985,MIN,AL,schroke01,150000
1985,MIN,AL,smallro02,728571
1985,MIN,AL,smithmi03,335000
1985,MIN,AL,teufeti01,110000
1985,MIN,AL,violafr01,375000
1985,ML4,AL,burrira01,581250
1985,ML4,AL,coopece01,1176190
1985,ML4,AL,darwida01,565000
1985,ML4,AL,fingero01,1065000
1985,ML4,AL,gantnji01,687500
1985,ML4,AL,haasmo01,679167
1985,ML4,AL,higuete01,60000
1985,ML4,AL,housepa02,215000
1985,ML4,AL,manniri01,510000
1985,ML4,AL,mcclubo01,480000
1985,ML4,AL,molitpa01,950000
1985,ML4,AL,moorech02,365000
1985,ML4,AL,oglivbe01,560000
1985,ML4,AL,romered01,290000
